review_set,review_id,utterance,source,source_group,source_record_id,reviewed_Formality,reviewed_Energy,reviewed_Intimacy,reviewed_Humor,reviewed_Curiosity,reviewer_id,review_status,reviewer_notes
train,train-0021,that you can usually do that with uh either a old old remote control if they really hate that thing,ami_real,TS3012b,TS3012b.A.dialog-act.vkaraisk.327,,,,,,,pending,
train,train-0022,"Yeah, that's a great idea. Well done.",ami_real,ES2007c,ES2007c.A.dialog-act.dharshi.186,,,,,,,pending,
train,train-0023,"Well it's it's definitely the obvious choice, with the colour of our company.",ami_real,IS1005c,IS1005c.D.dialog-act.dharshi.82,,,,,,,pending,
train,train-0024,Oh definitely different yeah.,ami_real,ES2015d,ES2015d.A.dialog-act.dharshi.104,,,,,,,pending,
train,train-0025,I think it's a great idea if we can design it to to suit those requirements.,ami_real,IS1008b,IS1008b.C.dialog-act.vkaraisk.52,,,,,,,pending,
train,train-0026,"So uh to answer that honestly I would rather say like uh, we have not solved the problem completely with the ugly remote because the colour is ugly, definitely.",ami_real,ES2016d,ES2016d.B.dialog-act.dharshi.36,,,,,,,pending,
train,train-0027,But the most important thing is that it looks great,ami_real,TS3009c,TS3009c.D.dialog-act.s9553330.41,,,,,,,pending,
train,train-0028,Too great for email then.,ami_real,IS1003b,IS1003b.B.dialog-act.vkaraisk.10,,,,,,,pending,
train,train-0029,and unfortunately all I had to work on was our uh our corporate archives of the great products we've made before,ami_real,ES2005b,ES2005b.A.dialog-act.dharshi.55,,,,,,,pending,
train,train-0030,"Okay, tha that would be great",ami_real,IS1008c,IS1008c.A.dialog-act.s9553330.35,,,,,,,pending,
train,train-0031,I think most definitely.,ami_real,ES2012d,ES2012d.A.dialog-act.vkaraisk.155,,,,,,,pending,
train,train-0032,It's definitely significantly harder once you are doing it.,ami_real,ES2008a,ES2008a.D.dialog-act.vkaraisk.30,,,,,,,pending,
train,train-0033,Sounds brilliant to me.,ami_real,ES2015c,ES2015c.B.dialog-act.dharshi.107,,,,,,,pending,
train,train-0034,"It seems also like with the speech recognition, yeah, it's a great feature",ami_real,IS1008b,IS1008b.C.dialog-act.vkaraisk.32,,,,,,,pending,
train,train-0035,but it sounds wonderful.,ami_real,ES2004b,ES2004b.D.dialog-act.s9553330.160,,,,,,,pending,
train,train-0036,it could have been amazing.,ami_real,ES2009d,ES2009d.B.dialog-act.vkaraisk.173,,,,,,,pending,
train,train-0037,I mean it still seems definitely fit that p,ami_real,ES2014d,ES2014d.B.dialog-act.s9553330.160,,,,,,,pending,
train,train-0038,Uh uh I think that will be great.,ami_real,TS3007b,TS3007b.C.dialog-act.vkaraisk.171,,,,,,,pending,
train,train-0039,That would be great.,ami_real,IB4003,IB4003.D.dialog-act.s9553330.252,,,,,,,pending,
train,train-0040,"so you know, definitely you should be looking at something quite different.",ami_real,ES2006b,ES2006b.B.dialog-act.s9553330.25,,,,,,,pending,
train,train-0041,it's got a great memory.,ami_real,ES2007a,ES2007a.B.dialog-act.dharshi.18,,,,,,,pending,
train,train-0042,Um so those are two things that we definitely do wanna address,ami_real,IS1009b,IS1009b.D.dialog-act.dharshi.70,,,,,,,pending,
train,train-0043,but I love cats.,ami_real,ES2010a,ES2010a.B.dialog-act.dharshi.10,,,,,,,pending,
train,train-0044,The locator'll definitely be more expensive.,ami_real,IS1002b,IS1002b.B.dialog-act.s9553330.206,,,,,,,pending,
train,train-0045,"So we're really probably, in terms of marketing, are looking for that's uh that's a cost winner rather than a fantastic new feature product.",ami_real,IS1002b,IS1002b.A.dialog-act.s9553330.31,,,,,,,pending,
train,train-0046,"No, definitely not. Definitely not.",ami_real,TS3008d,TS3008d.D.dialog-act.dharshi.44,,,,,,,pending,
train,train-0047,"Yeah, yeah I think that's definitely a good idea.",ami_real,ES2002b,ES2002b.B.dialog-act.dharshi.315,,,,,,,pending,
train,train-0048,and I get to do another fantastic PowerPoint presentation.,ami_real,ES2004a,ES2004a.B.dialog-act.s9553330.175,,,,,,,pending,
train,train-0049,Yeah that looks uh great.,ami_real,TS3006d,TS3006d.B.dialog-act.dharshi.145,,,,,,,pending,
train,train-0050,So it's very important we should definitely have that in our uh designs.,ami_real,TS3009b,TS3009b.D.dialog-act.s9553330.98,,,,,,,pending,
train,train-0051,I think it's awesome. I think it's really cool.,ami_real,ES2008c,ES2008c.A.dialog-act.vkaraisk.155,,,,,,,pending,
train,train-0052,I think it's brilliant.,ami_real,TS3008b,TS3008b.A.dialog-act.dharshi.346,,,,,,,pending,
train,train-0053,"I'd say, when it comes to the ergonomics, the form and stuff, yes that's definitely more beautiful than your average.",ami_real,ES2016d,ES2016d.B.dialog-act.dharshi.33,,,,,,,pending,
train,train-0054,"Nay that that that's true, that's true. They're definitely needed.",ami_real,TS3008d,TS3008d.D.dialog-act.dharshi.162,,,,,,,pending,
train,train-0055,That thing is terrible.,ami_real,TS3009b,TS3009b.A.dialog-act.s9553330.262,,,,,,,pending,
train,train-0056,"it's gonna be more than just the biggest case, definitely.",ami_real,IS1000d,IS1000d.A.dialog-act.vkaraisk.354,,,,,,,pending,
train,train-0057,"Child labour man, we love it.",ami_real,TS3006c,TS3006c.C.dialog-act.dharshi.109,,,,,,,pending,
train,train-0058,We definitely know how it's powered,ami_real,ES2007c,ES2007c.A.dialog-act.dharshi.254,,,,,,,pending,
train,train-0059,I love the idea of the wheel like the iPod.,ami_real,ES2008c,ES2008c.D.dialog-act.vkaraisk.90,,,,,,,pending,
train,train-0060,Definitely one. It has to be.,ami_real,TS3006d,TS3006d.C.dialog-act.dharshi.127,,,,,,,pending,
train,train-0061,but definitely in another colour,ami_real,ES2015d,ES2015d.B.dialog-act.dharshi.128,,,,,,,pending,
train,train-0062,"Yeah, I think I find it really funny and amazing and interesting to go through all the process to from the beginning to the end.",ami_real,IS1003d,IS1003d.B.dialog-act.dharshi.272,,,,,,,pending,
train,train-0063,And the ease-of-use remote control with uh the less p possibilities but a great feeling in in touching the buttons.,ami_real,TS3011b,TS3011b.B.dialog-act.vkaraisk.39,,,,,,,pending,
train,train-0064,which we can get a great advantage point.,ami_real,TS3003c,TS3003c.A.dialog-act.vkaraisk.141,,,,,,,pending,
train,train-0065,"and make sure that you all work together in a productive way, so that by the end of the day we come up with a great product.",ami_real,ES2006a,ES2006a.C.dialog-act.s9553330.127,,,,,,,pending,
train,train-0066,That's that's definitely a cat.,ami_real,IS1000a,IS1000a.B.dialog-act.vkaraisk.140,,,,,,,pending,
train,train-0067,so I think it that's that deserves a one. Definitely.,ami_real,TS3012d,TS3012d.A.dialog-act.vkaraisk.306,,,,,,,pending,
train,train-0068,"And definitely if it could have less buttons, still maybe the same number of um functions, but less buttons",ami_real,IS1003b,IS1003b.A.dialog-act.vkaraisk.111,,,,,,,pending,
train,train-0069,It would be a great idea,ami_real,IS1005c,IS1005c.A.dialog-act.dharshi.161,,,,,,,pending,
train,train-0070,"Um so here's you know, a great schematic that my uh apprentice designer gave me.",ami_real,ES2005b,ES2005b.A.dialog-act.dharshi.92,,,,,,,pending,
train,train-0071,I think it's definitely different than anything else out there.,ami_real,ES2016d,ES2016d.A.dialog-act.dharshi.53,,,,,,,pending,
train,train-0072,we thought of the components it was definitely um a focus of ergonomics and just a single ha handheld device,ami_real,ES2015d,ES2015d.B.dialog-act.dharshi.74,,,,,,,pending,
train,train-0073,'cause I think we're definitely going for the speech recognition,ami_real,ES2005c,ES2005c.D.dialog-act.dharshi.151,,,,,,,pending,
train,train-0074,"But um, I think the logo would definitely be recognisable.",ami_real,ES2014d,ES2014d.C.dialog-act.s9553330.82,,,,,,,pending,
train,train-0075,"Oh, that would be brilliant.",ami_real,ES2015d,ES2015d.C.dialog-act.dharshi.162,,,,,,,pending,
train,train-0076,this would definitely be a good way of selling more.,ami_real,IS1003b,IS1003b.A.dialog-act.vkaraisk.112,,,,,,,pending,
train,train-0077,"Yeah, that's great for us.",ami_real,ES2007c,ES2007c.C.dialog-act.dharshi.150,,,,,,,pending,
train,train-0078,but it's definitely different.,ami_real,ES2015d,ES2015d.D.dialog-act.dharshi.80,,,,,,,pending,
train,train-0079,and this will definitely enhance our uh market sales,ami_real,ES2005b,ES2005b.B.dialog-act.dharshi.129,,,,,,,pending,
train,train-0080,"So we've gotta narrow our selection down to li two things, I think, that we gonna say are really great about our our our new product.",ami_real,IS1009c,IS1009c.D.dialog-act.dharshi.79,,,,,,,pending,
train,train-0081,I think we are great.,ami_real,IS1006d,IS1006d.D.dialog-act.s9553330.409,,,,,,,pending,
train,train-0082,"Mm, love to eat that now.",ami_real,ES2005d,ES2005d.D.dialog-act.dharshi.115,,,,,,,pending,
train,train-0083,so if we were uh definitely gonna go with the the voice option we'd probably have to design um our own chip.,ami_real,ES2012c,ES2012c.B.dialog-act.vkaraisk.55,,,,,,,pending,
train,train-0084,"but it would be great for users I think, and very good for marketing.",ami_real,IS1005c,IS1005c.A.dialog-act.dharshi.170,,,,,,,pending,
train,train-0085,"But if we would make um a changing channels and changing volume button on both sides, that would certainly yield great options for the design of the remote.",ami_real,TS3003c,TS3003c.D.dialog-act.vkaraisk.141,,,,,,,pending,
train,train-0086,Okay. So I received an email um around lunchtime letting me know that the brilliant minds at our technology division had developed an integrated programmable sample sensor sample speaker unit,ami_real,IS1004c,IS1004c.B.dialog-act.dharshi.56,,,,,,,pending,
train,train-0087,"With eye candy, ear candy, whatever. Yeah, definitely.",ami_real,TS3008b,TS3008b.D.dialog-act.dharshi.179,,,,,,,pending,
train,train-0088,and I see the scroll as a as a great mechanism for surfing.,ami_real,IS1002c,IS1002c.D.dialog-act.s9553330.159,,,,,,,pending,
train,train-0089,"It is handy, it's handy, but it it's terrible.",ami_real,IS1004d,IS1004d.B.dialog-act.dharshi.132,,,,,,,pending,
train,train-0090,"and, you know, channel selection and volume selection are absolutely essential",ami_real,ES2006b,ES2006b.B.dialog-act.s9553330.59,,,,,,,pending,
train,train-0091,"Yes. Yes, yes this is Yes definitely a horse. Yes.",ami_real,IS1000a,IS1000a.B.dialog-act.vkaraisk.127,,,,,,,pending,
train,train-0092,"and people say wow, that's real great uh great concept.",ami_real,TS3009c,TS3009c.D.dialog-act.s9553330.42,,,,,,,pending,
train,train-0093,"I know, and it becomes ridiculous, yes I know.",ami_real,ES2004b,ES2004b.D.dialog-act.s9553330.138,,,,,,,pending,
train,train-0094,I like the covers. That's a brilliant idea.,ami_real,TS3012b,TS3012b.C.dialog-act.vkaraisk.212,,,,,,,pending,
train,train-0095,No it looks great.,ami_real,TS3009a,TS3009a.D.dialog-act.s9553330.63,,,,,,,pending,
train,train-0096,I think the base would definitely be larger,ami_real,ES2011d,ES2011d.B.dialog-act.dharshi.90,,,,,,,pending,
train,train-0097,and they're not that great anyway.,ami_real,ES2004b,ES2004b.C.dialog-act.s9553330.101,,,,,,,pending,
train,train-0098,So we definitely want a power button and numbers.,ami_real,ES2011b,ES2011b.A.dialog-act.dharshi.114,,,,,,,pending,
train,train-0099,Ours has to be look really great and it has to come out before the others,ami_real,IS1009c,IS1009c.D.dialog-act.dharshi.75,,,,,,,pending,
train,train-0100,The the style of these is terrible.,ami_real,ES2013b,ES2013b.C.dialog-act.vkaraisk.60,,,,,,,pending,
train,train-0101,Definitely when when I first filled out the questionnaire I was marking it probably higher in terms of how much I had to how much I stressed over it,ami_real,ES2009d,ES2009d.B.dialog-act.vkaraisk.230,,,,,,,pending,
train,train-0102,"Yeah, definitely. Just bring more designs on the market.",ami_real,TS3008c,TS3008c.D.dialog-act.dharshi.244,,,,,,,pending,
train,train-0103,because it will definitely enhance our sales in this ag in this particular age group from uh fifteen to thirty five,ami_real,ES2005b,ES2005b.B.dialog-act.dharshi.65,,,,,,,pending,
train,train-0104,"We evaluated ourselves, we thought we were great.",ami_real,ES2005d,ES2005d.C.dialog-act.dharshi.190,,,,,,,pending,
train,train-0105,Supposed to have a great memory,ami_real,ES2007a,ES2007a.B.dialog-act.dharshi.19,,,,,,,pending,
train,train-0106,"Yeah, we're definitely not in the money making department.",ami_real,ES2007c,ES2007c.C.dialog-act.dharshi.196,,,,,,,pending,
train,train-0107,That was that was great.,ami_real,ES2008b,ES2008b.A.dialog-act.vkaraisk.49,,,,,,,pending,
train,train-0108,"So that if that was in the the voice recognition, that would be great.",ami_real,ES2006b,ES2006b.C.dialog-act.s9553330.221,,,,,,,pending,
train,train-0109,and because it impacts on other on the materials and the price it's not great.,ami_real,ES2014c,ES2014c.C.dialog-act.s9553330.62,,,,,,,pending,
train,train-0110,"because we definitely want to make it kind of flashy, to attract a young public.",ami_real,TS3004c,TS3004c.C.dialog-act.vkaraisk.100,,,,,,,pending,
train,train-0111,And uh the feeling has to be very great.,ami_real,TS3009c,TS3009c.D.dialog-act.s9553330.19,,,,,,,pending,
train,train-0112,which is uh quite a great score.,ami_real,TS3008d,TS3008d.A.dialog-act.dharshi.220,,,,,,,pending,
train,train-0113,I'm really excited to start this team.,ami_real,ES2008a,ES2008a.A.dialog-act.vkaraisk.5,,,,,,,pending,
train,train-0114,"If everyone could do that as well, that'd be great.",ami_real,ES2008b,ES2008b.A.dialog-act.vkaraisk.287,,,,,,,pending,
train,train-0115,"And uh I think it would be great if you could edit it from, just with a mouse, from where you're sitting.",ami_real,TS3004d,TS3004d.B.dialog-act.dharshi.255,,,,,,,pending,
train,train-0116,it's gonna cause great technical problems over here.,ami_real,ES2012b,ES2012b.A.dialog-act.vkaraisk.202,,,,,,,pending,
train,train-0117,"Okay. Wonderful, well done.",ami_real,ES2007a,ES2007a.A.dialog-act.dharshi.45,,,,,,,pending,
train,train-0118,Okay uh tha that's look great.,ami_real,IS1006b,IS1006b.A.dialog-act.vkaraisk.32,,,,,,,pending,
train,train-0119,but we we made a a basic decision that that was absolutely fundamental to the to the design,ami_real,ES2012d,ES2012d.A.dialog-act.vkaraisk.112,,,,,,,pending,
train,train-0120,that the current styles are just plain awful.,ami_real,ES2013b,ES2013b.A.dialog-act.vkaraisk.178,,,,,,,pending,
train,train-0121,"Yes. Yes, definitely. Yeah.",ami_real,TS3008b,TS3008b.D.dialog-act.dharshi.169,,,,,,,pending,
train,train-0122,"So if they think that what is out there is ugly, then yes I would say, I would say most definitely.",ami_real,ES2016d,ES2016d.A.dialog-act.dharshi.54,,,,,,,pending,
train,train-0123,"'cause I've definitely picked up remotes and like meant to change the channel and turn the volume, or vice versa",ami_real,ES2012c,ES2012c.B.dialog-act.vkaraisk.118,,,,,,,pending,
train,train-0124,Think of a all these young people who would love to say that this remote control only works for them,ami_real,IS1006b,IS1006b.D.dialog-act.vkaraisk.241,,,,,,,pending,
train,train-0125,But that's definitely more expensive,ami_real,TS3004c,TS3004c.A.dialog-act.vkaraisk.56,,,,,,,pending,
train,train-0126,Digital pen is horrible.,ami_real,TS3004d,TS3004d.A.dialog-act.dharshi.285,,,,,,,pending,
train,train-0127,"And also um I will ask the Market Expert to uh try to find out what are the absolute requirements, what is absolutely needed in a remote control uh for the user.",ami_real,IS1001a,IS1001a.A.dialog-act.s9553330.127,,,,,,,pending,
train,train-0128,and then we could make sure we definitely had all the button supplements.,ami_real,ES2014d,ES2014d.B.dialog-act.s9553330.121,,,,,,,pending,
train,train-0129,We could definitely have done better if we've had more resources,ami_real,TS3012d,TS3012d.B.dialog-act.vkaraisk.115,,,,,,,pending,
train,train-0130,that will be great.,ami_real,IS1008b,IS1008b.A.dialog-act.vkaraisk.216,,,,,,,pending,
train,train-0131,So that would be great for that.,ami_real,TS3003c,TS3003c.D.dialog-act.vkaraisk.132,,,,,,,pending,
train,train-0132,"Um, I don't think we have any great discussion at this point.",ami_real,IS1009a,IS1009a.A.dialog-act.dharshi.23,,,,,,,pending,
train,train-0133,"Forty no sorry for forty five to fifty five age group, uh to put myself right in the middle of it, um u use remote controls to a great extent.",ami_real,ES2012b,ES2012b.A.dialog-act.vkaraisk.113,,,,,,,pending,
train,train-0134,we definitely know that um it's gonna be a simple buttons,ami_real,ES2007c,ES2007c.A.dialog-act.dharshi.255,,,,,,,pending,
train,train-0135,"It i Yeah, it seems feasible, and it would be something very great.",ami_real,IS1005c,IS1005c.A.dialog-act.dharshi.190,,,,,,,pending,
train,train-0136,But that's definitely a possibility.,ami_real,ES2006b,ES2006b.C.dialog-act.s9553330.228,,,,,,,pending,
train,train-0137,"Oh right, okay, brilliant. Like that from its centre.",ami_real,ES2005d,ES2005d.C.dialog-act.dharshi.45,,,,,,,pending,
train,train-0138,it's not a great difference I don't think.,ami_real,ES2006d,ES2006d.B.dialog-act.s9553330.242,,,,,,,pending,
train,train-0139,if the management expect us to be techno again fail again technologically innovative um that they they have to accept that we we can't operate absolutely within uh the constraints that they give,ami_real,ES2012d,ES2012d.A.dialog-act.vkaraisk.133,,,,,,,pending,
train,train-0140,I would definitely go for that rather than like your average plain old remote like that,ami_real,ES2015d,ES2015d.B.dialog-act.dharshi.127,,,,,,,pending,
train,train-0141,which is something that definitely appeals to younger people.,ami_real,ES2008b,ES2008b.C.dialog-act.vkaraisk.171,,,,,,,pending,
train,train-0142,"I like the idea of speech recognition, that's a great idea",ami_real,ES2013b,ES2013b.B.dialog-act.vkaraisk.84,,,,,,,pending,
train,train-0143,I think this is a brilliant product.,ami_real,TS3012b,TS3012b.C.dialog-act.vkaraisk.209,,,,,,,pending,
train,train-0144,"It's definitely channel, volume, power.",ami_real,ES2013b,ES2013b.D.dialog-act.vkaraisk.204,,,,,,,pending,
train,train-0145,Uh also definitely a user-friendly interface,ami_real,ES2012b,ES2012b.B.dialog-act.vkaraisk.98,,,,,,,pending,
train,train-0146,"that's definitely a very important factor, especially to users who are gonna be buying the thing and then using it almost on an daily basis in a lot of cases, I think.",ami_real,IS1008b,IS1008b.C.dialog-act.vkaraisk.116,,,,,,,pending,
train,train-0147,"It's a it's great, it's a good idea",ami_real,ES2005c,ES2005c.D.dialog-act.dharshi.170,,,,,,,pending,
train,train-0148,and uh the technology that was in that one wasn't particularly amazing,ami_real,ES2002b,ES2002b.C.dialog-act.dharshi.75,,,,,,,pending,
train,train-0149,I hate doing work for nothing.,ami_real,TS3006c,TS3006c.A.dialog-act.dharshi.71,,,,,,,pending,
train,train-0150,Um if next we can have the um User Interface Developer go ahead and make a brief presentation that'd be great as well.,ami_real,ES2009b,ES2009b.A.dialog-act.vkaraisk.61,,,,,,,pending,
train,train-0151,The digital pen was definitely better to draw my ideas and to further elaborate on that.,ami_real,TS3012d,TS3012d.B.dialog-act.vkaraisk.127,,,,,,,pending,
train,train-0152,So that's pretty fantastic.,ami_real,ES2015d,ES2015d.B.dialog-act.dharshi.221,,,,,,,pending,
train,train-0153,So guys let this uh wonderful thing.,ami_real,IS1004d,IS1004d.A.dialog-act.dharshi.22,,,,,,,pending,
train,train-0154,"Um, and the technology has definitely been a help",ami_real,ES2009d,ES2009d.D.dialog-act.vkaraisk.153,,,,,,,pending,
train,train-0155,I I would say definitely,ami_real,ES2003c,ES2003c.A.dialog-act.vkaraisk.110,,,,,,,pending,
train,train-0156,That that would be great,ami_real,IB4003,IB4003.D.dialog-act.s9553330.274,,,,,,,pending,
train,train-0157,"And also, my drawing skill isn't that great so, yeah.",ami_real,ES2004a,ES2004a.C.dialog-act.s9553330.6,,,,,,,pending,
train,train-0158,I mean my remote control is kinda at home is pretty terrible.,ami_real,IS1004d,IS1004d.B.dialog-act.dharshi.160,,,,,,,pending,
train,train-0159,Uh I I think it's a great idea.,ami_real,TS3008b,TS3008b.A.dialog-act.dharshi.290,,,,,,,pending,
train,train-0160,But you definitely get a specific instruction.,ami_real,TS3004c,TS3004c.A.dialog-act.vkaraisk.214,,,,,,,pending,
train,train-0161,I I think we've done an amazing job,ami_real,ES2012d,ES2012d.A.dialog-act.vkaraisk.191,,,,,,,pending,
train,train-0162,I mean so many remote controls look absolutely identical,ami_real,ES2004b,ES2004b.D.dialog-act.s9553330.202,,,,,,,pending,
train,train-0163,we definitely need to operate within our constraints,ami_real,ES2006b,ES2006b.A.dialog-act.s9553330.79,,,,,,,pending,
train,train-0164,and I think that's a great idea.,ami_real,ES2009b,ES2009b.A.dialog-act.vkaraisk.185,,,,,,,pending,
train,train-0165,"I love cats, too.",ami_real,ES2010a,ES2010a.A.dialog-act.dharshi.45,,,,,,,pending,
train,train-0166,And again we have another another great marketing tool.,ami_real,IS1002c,IS1002c.D.dialog-act.s9553330.180,,,,,,,pending,
train,train-0167,because um when when uh when I use a remote I l I hate the buttons but buttons at the at the bottom.,ami_real,TS3009b,TS3009b.A.dialog-act.s9553330.266,,,,,,,pending,
train,train-0168,But we definitely want the thing to be a special colour though.,ami_real,TS3006d,TS3006d.C.dialog-act.dharshi.91,,,,,,,pending,
train,train-0169,I think having a shape could be a little ridiculous,ami_real,ES2016c,ES2016c.D.dialog-act.dharshi.84,,,,,,,pending,
train,train-0170,"I don't know even much about giraffes, but I just love the way they look.",ami_real,ES2010a,ES2010a.A.dialog-act.dharshi.63,,,,,,,pending,
train,train-0171,you want something you can definitely grip.,ami_real,ES2012c,ES2012c.B.dialog-act.vkaraisk.203,,,,,,,pending,
train,train-0172,Yeah colour will definitely be a factor.,ami_real,ES2015d,ES2015d.A.dialog-act.dharshi.128,,,,,,,pending,
train,train-0173,"so you didn't st go off and think, wouldn't it be great to have a vibrating remote control shaped like a banana",ami_real,ES2006d,ES2006d.B.dialog-act.s9553330.259,,,,,,,pending,
train,train-0174,But it has to look great.,ami_real,TS3009c,TS3009c.D.dialog-act.s9553330.38,,,,,,,pending,
train,train-0175,"And yes that's wi uh this will definitely, this can definitely put uh uh enhance our sales.",ami_real,ES2005b,ES2005b.B.dialog-act.dharshi.35,,,,,,,pending,
train,train-0176,"Yeah, i if if it would be faster, it would be great.",ami_real,TS3004d,TS3004d.C.dialog-act.dharshi.207,,,,,,,pending,
train,train-0177,"Ye I think the can opener i is a brilliant idea actually, because television and beer is not a rare combination.",ami_real,TS3008b,TS3008b.D.dialog-act.dharshi.139,,,,,,,pending,
train,train-0178,Um I'm very excited by this one actually guys,ami_real,ES2008c,ES2008c.B.dialog-act.vkaraisk.7,,,,,,,pending,
train,train-0179,"Definitely in casing, 'cause we have a hard plastic",ami_real,TS3006d,TS3006d.C.dialog-act.dharshi.194,,,,,,,pending,
train,train-0180,I mean it can look really great,ami_real,ES2008b,ES2008b.D.dialog-act.vkaraisk.127,,,,,,,pending,
train,train-0181,"I just love you tech guys, huh.",ami_real,IS1002c,IS1002c.D.dialog-act.s9553330.14,,,,,,,pending,
train,train-0182,but it will be terrible.,ami_real,IS1005c,IS1005c.B.dialog-act.dharshi.184,,,,,,,pending,
train,train-0183,"Oh oh okay, great.",ami_real,IS1006d,IS1006d.A.dialog-act.s9553330.112,,,,,,,pending,
train,train-0184,"And they're not so great to dispose of, environmentally.",ami_real,ES2015c,ES2015c.B.dialog-act.dharshi.35,,,,,,,pending,
train,train-0185,and it's really ridiculous how many words people say like just in the middle of their sentences like that,ami_real,ES2009d,ES2009d.D.dialog-act.vkaraisk.336,,,,,,,pending,
train,train-0186,"so whenever whenever you're feeling sort of a bit a bit down or tired, they're always coming up and they're always um quite excited.",ami_real,ES2014a,ES2014a.D.dialog-act.s9553330.32,,,,,,,pending,
train,train-0187,Uh it definitely needs uh a lot more research,ami_real,ES2013b,ES2013b.C.dialog-act.vkaraisk.7,,,,,,,pending,
train,train-0188,So double or triple?,ami_real,ES2010a,ES2010a.D.dialog-act.dharshi.43,,,,,,,pending,
train,train-0189,Well so why not add a couple of grey stripes and make it look like a banana?,ami_real,ES2016c,ES2016c.B.dialog-act.dharshi.188,,,,,,,pending,
train,train-0190,Who would like wanna go first?,ami_real,TS3012b,TS3012b.A.dialog-act.vkaraisk.35,,,,,,,pending,
train,train-0191,Is it possible to fit in to that?,ami_real,IS1000c,IS1000c.C.dialog-act.vkaraisk.172,,,,,,,pending,
train,train-0192,And we're having a custom chip?,ami_real,ES2012c,ES2012c.D.dialog-act.vkaraisk.145,,,,,,,pending,
train,train-0193,With a rubber case right?,ami_real,ES2014c,ES2014c.A.dialog-act.s9553330.255,,,,,,,pending,
train,train-0194,Oh does it have smart materials by the way?,ami_real,ES2015d,ES2015d.D.dialog-act.dharshi.336,,,,,,,pending,
train,train-0195,"Has it something to do with that uh natural feeling also, do you think?",ami_real,TS3011c,TS3011c.C.dialog-act.vkaraisk.29,,,,,,,pending,
train,train-0196,do you have anything else to add to that?,ami_real,ES2009d,ES2009d.C.dialog-act.vkaraisk.29,,,,,,,pending,
train,train-0197,"Uh, this is was uh the evaluation?",ami_real,TS3008d,TS3008d.A.dialog-act.dharshi.222,,,,,,,pending,
train,train-0198,I've one little question about um a total touch screen,ami_real,TS3007b,TS3007b.A.dialog-act.vkaraisk.91,,,,,,,pending,
train,train-0199,You don't have it in the States?,ami_real,ES2008b,ES2008b.C.dialog-act.vkaraisk.107,,,,,,,pending,
