review_set,review_id,utterance,source,source_group,source_record_id,reviewed_Formality,reviewed_Energy,reviewed_Intimacy,reviewed_Humor,reviewed_Curiosity,reviewer_id,review_status,reviewer_notes
gold,gold-0102,"And we're actually quite open to be able to expand the product for a later version with those features quite simply anyway, aren't we?",ami_real,IS1002d,IS1002d.A.dialog-act.dharshi.94,,,,,,,pending,
gold,gold-0103,So can we use any any frequency?,ami_real,IS1005b,IS1005b.A.dialog-act.dharshi.36,,,,,,,pending,
gold,gold-0104,"'cause you know when the battery starts dying in your remote currently, you have to actually stare at that bulb and go, okay, when I push this button, is it working?",ami_real,ES2010b,ES2010b.B.dialog-act.dharshi.45,,,,,,,pending,
gold,gold-0105,"Does that make sense, tha that sort of strategy?",ami_real,ES2002c,ES2002c.D.dialog-act.dharshi.42,,,,,,,pending,
gold,gold-0106,will we go with that then?,ami_real,ES2003d,ES2003d.B.dialog-act.vkaraisk.200,,,,,,,pending,
gold,gold-0107,Where would you physically position the buttons?,ami_real,ES2002c,ES2002c.A.dialog-act.dharshi.183,,,,,,,pending,
gold,gold-0108,Shall we have a mute button as well?,ami_real,ES2014b,ES2014b.B.dialog-act.s9553330.215,,,,,,,pending,
gold,gold-0109,don't don't you think?,ami_real,ES2006c,ES2006c.B.dialog-act.s9553330.51,,,,,,,pending,
gold,gold-0110,"where do we want the microphone, for example, to be? On the side or on the or, for example, on top? Like here.",ami_real,TS3012c,TS3012c.A.dialog-act.vkaraisk.594,,,,,,,pending,
gold,gold-0111,Are we talking three times more expensive?,ami_real,IS1005b,IS1005b.D.dialog-act.dharshi.80,,,,,,,pending,
gold,gold-0112,Is he a wanker?,ami_real,ES2009a,ES2009a.A.dialog-act.vkaraisk.155,,,,,,,pending,
gold,gold-0113,Like how much money people have to spend on things like?,ami_real,ES2002a,ES2002a.B.dialog-act.dharshi.119,,,,,,,pending,
gold,gold-0114,Do you know if anywhere else has it?,ami_real,ES2015b,ES2015b.A.dialog-act.dharshi.174,,,,,,,pending,
gold,gold-0115,For our base one?,ami_real,ES2010c,ES2010c.B.dialog-act.dharshi.159,,,,,,,pending,
gold,gold-0116,It is Nathan right?,ami_real,ES2009c,ES2009c.A.dialog-act.vkaraisk.30,,,,,,,pending,
gold,gold-0117,What do you give it?,ami_real,TS3011d,TS3011d.C.dialog-act.vkaraisk.167,,,,,,,pending,
gold,gold-0118,"what about price, is that gonna go on there as well? Price of materials.",ami_real,ES2013d,ES2013d.C.dialog-act.vkaraisk.114,,,,,,,pending,
gold,gold-0119,Do you want to introduce yourself again?,ami_real,ES2002a,ES2002a.B.dialog-act.dharshi.7,,,,,,,pending,
gold,gold-0120,I have a question.,ami_real,TS3007a,TS3007a.D.dialog-act.vkaraisk.18,,,,,,,pending,
gold,gold-0121,you think that would help us find um a specific form? That we would would wanna pick out?,ami_real,ES2016b,ES2016b.A.dialog-act.vkaraisk.188,,,,,,,pending,
gold,gold-0122,What does it mean in Spanish?,ami_real,IS1004b,IS1004b.B.dialog-act.dharshi.11,,,,,,,pending,
gold,gold-0123,You watched it a lot?,ami_real,TS3007a,TS3007a.A.dialog-act.vkaraisk.174,,,,,,,pending,
gold,gold-0124,is that 'cause it's flat?,ami_real,ES2003d,ES2003d.C.dialog-act.vkaraisk.245,,,,,,,pending,
gold,gold-0125,And uh the digi the digital pen?,ami_real,TS3009d,TS3009d.A.dialog-act.s9553330.324,,,,,,,pending,
gold,gold-0126,But what kind of remote controls did you look at?,ami_real,IS1001b,IS1001b.B.dialog-act.dharshi.79,,,,,,,pending,
gold,gold-0127,What is your name?,ami_real,TS3008a,TS3008a.B.dialog-act.dharshi.23,,,,,,,pending,
gold,gold-0128,And your role in this is?,ami_real,ES2003a,ES2003a.B.dialog-act.vkaraisk.15,,,,,,,pending,
gold,gold-0129,"And what happen with uh radio waves when two neighbours have the same have our remote control, for example?",ami_real,IS1005b,IS1005b.A.dialog-act.dharshi.39,,,,,,,pending,
gold,gold-0130,Do you have a rabbit at home?,ami_real,TS3007a,TS3007a.A.dialog-act.vkaraisk.219,,,,,,,pending,
gold,gold-0131,Are we restricted by this?,ami_real,ES2010c,ES2010c.C.dialog-act.dharshi.125,,,,,,,pending,
gold,gold-0132,Could could I go to findings?,ami_real,IS1008d,IS1008d.B.dialog-act.s9553330.44,,,,,,,pending,
gold,gold-0133,As in setting the audio and tuning it and stuff like that?,ami_real,ES2014b,ES2014b.B.dialog-act.s9553330.173,,,,,,,pending,
gold,gold-0134,Which one is it?,ami_real,TS3007a,TS3007a.D.dialog-act.vkaraisk.58,,,,,,,pending,
gold,gold-0135,"You wanna go to this next slide, marketing expert?",ami_real,IS1009d,IS1009d.A.dialog-act.dharshi.179,,,,,,,pending,
gold,gold-0136,Or did we want to go for the lighting up instantly?,ami_real,ES2015b,ES2015b.A.dialog-act.dharshi.247,,,,,,,pending,
gold,gold-0137,But maybe because of the docking station the price of the remote can also be a little bit higher?,ami_real,TS3003d,TS3003d.A.dialog-act.vkaraisk.420,,,,,,,pending,
gold,gold-0138,Or what we should take um in account when developing such a product?,ami_real,TS3011a,TS3011a.A.dialog-act.dharshi.207,,,,,,,pending,
gold,gold-0139,It lights up when it's dark?,ami_real,TS3004b,TS3004b.B.dialog-act.vkaraisk.298,,,,,,,pending,
gold,gold-0140,Would you start with drawing your uh favourite animal?,ami_real,TS3007a,TS3007a.A.dialog-act.vkaraisk.105,,,,,,,pending,
gold,gold-0141,"the sa the same thing goes for the speaker, is there a need for the remote control to to talk back?",ami_real,ES2002c,ES2002c.A.dialog-act.dharshi.179,,,,,,,pending,
gold,gold-0142,On both sides they're mute?,ami_real,IS1009d,IS1009d.D.dialog-act.dharshi.56,,,,,,,pending,
gold,gold-0143,"is that Real Reactions has a a goal strategy that all of the products be inspired by material fashion, and clothing fashion.",ami_real,ES2003d,ES2003d.C.dialog-act.vkaraisk.64,,,,,,,pending,
gold,gold-0144,Like a cellphone? Yeah.,ami_real,ES2015b,ES2015b.A.dialog-act.dharshi.275,,,,,,,pending,
gold,gold-0145,Uh should you put it in a recharger,ami_real,TS3004a,TS3004a.C.dialog-act.vkaraisk.60,,,,,,,pending,
gold,gold-0146,Uh what i what are your ideas concerning battery versus kinetic?,ami_real,TS3007c,TS3007c.C.dialog-act.dharshi.130,,,,,,,pending,
gold,gold-0147,I have one question.,ami_real,TS3005a,TS3005a.D.dialog-act.vkaraisk.120,,,,,,,pending,
gold,gold-0148,if there's just a way of leaving them out?,ami_real,ES2010b,ES2010b.C.dialog-act.dharshi.134,,,,,,,pending,
gold,gold-0149,Was that not the questionnaire for the how you felt you'd done in your thing?,ami_real,ES2004d,ES2004d.C.dialog-act.vkaraisk.315,,,,,,,pending,
gold,gold-0150,"referring back to solar charging, is that compatible with um standard batteries?",ami_real,ES2004c,ES2004c.D.dialog-act.dharshi.60,,,,,,,pending,
gold,gold-0151,"But you have to fill in this column, huh?",ami_real,TS3005d,TS3005d.A.dialog-act.vkaraisk.259,,,,,,,pending,
gold,gold-0152,"And the buttons Wha what is the buttons made of, rubber?",ami_real,ES2013d,ES2013d.A.dialog-act.vkaraisk.183,,,,,,,pending,
gold,gold-0153,Against the no teletext?,ami_real,TS3003b,TS3003b.A.dialog-act.vkaraisk.116,,,,,,,pending,
gold,gold-0154,"I mean is that something we'd want to include, do you think?",ami_real,ES2002a,ES2002a.B.dialog-act.dharshi.180,,,,,,,pending,
gold,gold-0155,"So, any other suggestions or functions?",ami_real,IS1005b,IS1005b.A.dialog-act.dharshi.186,,,,,,,pending,
gold,gold-0156,Did we have a lot of room for individual leadership,ami_real,ES2010d,ES2010d.A.dialog-act.dharshi.172,,,,,,,pending,
gold,gold-0157,Now who are recording this meeting?,ami_real,IS1001c,IS1001c.C.dialog-act.dharshi.140,,,,,,,pending,
gold,gold-0158,Is the device easy to use?,ami_real,TS3009d,TS3009d.A.dialog-act.s9553330.154,,,,,,,pending,
gold,gold-0159,"like if this is gonna get lost underneath the coach, how are we going to accommodate the quick ability to find it?",ami_real,ES2010b,ES2010b.B.dialog-act.dharshi.68,,,,,,,pending,
gold,gold-0160,I mean what does anybody think about that?,ami_real,ES2002c,ES2002c.B.dialog-act.dharshi.244,,,,,,,pending,
gold,gold-0161,who wants to go next?,ami_real,TS3007a,TS3007a.A.dialog-act.vkaraisk.157,,,,,,,pending,
gold,gold-0162,"Could we use like a jog dial, like a nice just sort of round, somewhere on it where you just roll it?",ami_real,ES2002c,ES2002c.D.dialog-act.dharshi.314,,,,,,,pending,
gold,gold-0163,What's your experience with remote control?,ami_real,TS3005a,TS3005a.A.dialog-act.vkaraisk.189,,,,,,,pending,
gold,gold-0164,and when are we gonna have basic prototypes coming up next,ami_real,ES2009c,ES2009c.D.dialog-act.vkaraisk.159,,,,,,,pending,
gold,gold-0165,"Would that add to our costs at all, I wonder?",ami_real,ES2010b,ES2010b.A.dialog-act.dharshi.223,,,,,,,pending,
gold,gold-0166,What are your thoughts?,ami_real,ES2010c,ES2010c.A.dialog-act.dharshi.207,,,,,,,pending,
gold,gold-0167,Does that mean like a wind-up one?,ami_real,ES2006c,ES2006c.B.dialog-act.s9553330.2,,,,,,,pending,
gold,gold-0168,So any questions for uh time being?,ami_real,IS1008a,IS1008a.A.dialog-act.s9553330.121,,,,,,,pending,
gold,gold-0169,Yeah. Left or right?,ami_real,TS3009d,TS3009d.C.dialog-act.s9553330.328,,,,,,,pending,
gold,gold-0170,Does it lie in the centre of the room and can you scream from wherever,ami_real,TS3004b,TS3004b.B.dialog-act.vkaraisk.274,,,,,,,pending,
gold,gold-0171,And would it have to be twice that?,ami_real,ES2003d,ES2003d.D.dialog-act.vkaraisk.99,,,,,,,pending,
gold,gold-0172,"Uh Tim, what kinda line width did you have?",ami_real,TS3007a,TS3007a.A.dialog-act.vkaraisk.187,,,,,,,pending,
gold,gold-0173,"it would be uh something like this from the side, but with a bit of uh curve here",ami_real,TS3005d,TS3005d.B.dialog-act.vkaraisk.109,,,,,,,pending,
gold,gold-0174,Uh got a single curved uh rubber,ami_real,TS3005c,TS3005c.C.dialog-act.vkaraisk.284,,,,,,,pending,
gold,gold-0175,we talked about a beeper,ami_real,ES2004d,ES2004d.D.dialog-act.vkaraisk.154,,,,,,,pending,
gold,gold-0176,If we have the speech recognition then we can start aiming at a like another kind of more handicapped disabled uh demo demographic.,ami_real,ES2010b,ES2010b.C.dialog-act.dharshi.121,,,,,,,pending,
gold,gold-0177,So that's our three prototypes.,ami_real,ES2008d,ES2008d.C.dialog-act.vkaraisk.32,,,,,,,pending,
gold,gold-0178,and then we can come back and discuss what what we think from uh everybody's perspective.,ami_real,ES2006c,ES2006c.A.dialog-act.s9553330.56,,,,,,,pending,
gold,gold-0179,these wha are what they call the curves.,ami_real,TS3012c,TS3012c.C.dialog-act.vkaraisk.228,,,,,,,pending,
gold,gold-0180,if you buy it uh separately from your phone it's probably expensive,ami_real,TS3004a,TS3004a.C.dialog-act.vkaraisk.66,,,,,,,pending,
gold,gold-0181,that they've they've put across are what is used in some stress ball manufacture,ami_real,ES2004c,ES2004c.C.dialog-act.dharshi.160,,,,,,,pending,
gold,gold-0182,"but then when they re-launched them thirty years later, they were virtually the same design",ami_real,IS1008d,IS1008d.B.dialog-act.s9553330.115,,,,,,,pending,
gold,gold-0183,You can do more.,ami_real,TS3003d,TS3003d.A.dialog-act.vkaraisk.431,,,,,,,pending,
gold,gold-0184,but it might not even be the avenue of the Marketing Expert,ami_real,ES2003b,ES2003b.B.dialog-act.vkaraisk.175,,,,,,,pending,
gold,gold-0185,"Yeah, well you can at least make it curved again.",ami_real,TS3005d,TS3005d.A.dialog-act.vkaraisk.306,,,,,,,pending,
gold,gold-0186,I I don't see why not,ami_real,ES2003a,ES2003a.B.dialog-act.vkaraisk.126,,,,,,,pending,
gold,gold-0187,although in theory it doesn't tend to be when you're watching television,ami_real,ES2015b,ES2015b.B.dialog-act.dharshi.159,,,,,,,pending,
gold,gold-0188,Japanese uh people got uh rather small hands,ami_real,TS3005c,TS3005c.C.dialog-act.vkaraisk.209,,,,,,,pending,
gold,gold-0189,Just uh you only have to pay for the double curved or single curved.,ami_real,TS3003d,TS3003d.B.dialog-act.vkaraisk.115,,,,,,,pending,
gold,gold-0190,I was sent a couple of things to modify our uh new requirements.,ami_real,ES2016b,ES2016b.A.dialog-act.vkaraisk.117,,,,,,,pending,
gold,gold-0191,This time it should come up both.,ami_real,ES2013c,ES2013c.A.dialog-act.vkaraisk.115,,,,,,,pending,
gold,gold-0192,but according to uh your presentation it seems to be okay.,ami_real,IS1001c,IS1001c.A.dialog-act.dharshi.196,,,,,,,pending,
gold,gold-0193,A and our friend here really feels strongly about the internet.,ami_real,ES2010d,ES2010d.B.dialog-act.dharshi.74,,,,,,,pending,
gold,gold-0194,but you notice a few things that we've totally abandoned,ami_real,ES2003d,ES2003d.C.dialog-act.vkaraisk.24,,,,,,,pending,
gold,gold-0195,This is what I'm thinking.,ami_real,ES2013c,ES2013c.D.dialog-act.vkaraisk.61,,,,,,,pending,
gold,gold-0196,"Okay, let's talk about uh maybe first uh for the prototype.",ami_real,IS1008d,IS1008d.A.dialog-act.s9553330.12,,,,,,,pending,
gold,gold-0197,um and basically you record your own verbal labels,ami_real,ES2009c,ES2009c.C.dialog-act.vkaraisk.39,,,,,,,pending,
gold,gold-0198,"I guess they would be either in the colour of that plastic face on the front, or in the colour of the squishy thing underneath.",ami_real,ES2011c,ES2011c.B.dialog-act.dharshi.120,,,,,,,pending,
gold,gold-0199,"Um, it doesn't have to be the colour of our um of our company",ami_real,ES2015b,ES2015b.A.dialog-act.dharshi.152,,,,,,,pending,
gold,gold-0200,and whisper the answers to your homework in your ear when you're doing your homework.,ami_real,ES2013a,ES2013a.C.dialog-act.vkaraisk.14,,,,,,,pending,
